GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,FLAG_1,FLAG_2,PRGMS,CONG_DIST,REGION
010779,PORTER AND CHESTER INSTITUTE,,670 LORDSHIP BLVD,STRATFORD,CT,06497,2 yr/Prop,94,       267,       789,  33.8,,93,       149,       613,  24.3,,92,        74,       567,  13.1,,,,B,03,01
008874,BRIO ACADEMY OF COSMETOLOGY,,1231 E MAIN ST,MERIDEN,CT,06450,1 yr/Prop,94,         8,        21,  33.3,*,93,         2,        11,  20.0,*,92,         2,         4,  18.8,*,,,B,05,01
010417,CONNECTICUT INST OF HAIR DESIGN,,1000 MAIN ST,EAST HARTFORD,CT,06108,1 yr/Prop,94,        59,       193,  30.6,,93,        64,       201,  31.8,,92,        32,       158,  20.3,,,,F,01,01
010886,AMORE INSTITUTE OF HAIR DESIGN,,1209 CAMPBELL AVE,WEST HAVEN,CT,06516,1 yr/Prop,94,         3,        19,  28.4,*,93,        13,        33,  39.4,,92,         5,        22,  13.4,*,,,F,03,01
008876,NATIONAL ACADEMY OF HAIRDRESSING,,3 ISAAC PL,NORWALK,CT,06850,1 yr/Prop,94,         6,        19,  28.1,*,93,         7,        21,  28.6,*,92,         3,        17,  21.9,*,,,F,04,01
020895,STATE ACDMY OF COSMETOLOGY ARTS & S,CIENCES,325 E MAIN ST,BRANFORD,CT,06405,1 yr/Prop,94,        10,        28,  27.3,*,93,         5,        24,  17.9,*,92,         6,        25,  17.4,*,,,F,03,01
001394,MORSE SCHOOL OF BUSINESS,,275 ASYLUM STREET,HARTFORD,CT,06103,1 yr/Prop,94,       136,       510,  26.7,,93,       133,       547,  24.3,,92,        95,       660,  14.4,,,,B,01,01
020589,HARVARD H ELLIS REGIONAL VOCATIONAL, TECHNICAL SCHOOL,613 UPPER MAPLE STREET,DANIELSON,CT,06239,2 yr/Pub,94,         0,         6,  26.7,*,93,         4,         5,  26.7,*,92,         0,         4,   0.0,*,,,F,02,01
021123,RIDLEY LOWELL BUSINESS & TECHNICAL,INSTITUTE,470 BANK STREET,NEW LONDON,CT,06320,1 yr/Prop,94,        48,       182,  26.4,,93,        46,       155,  29.7,,92,        26,        90,  28.9,,,,B,02,01
012425,STONE ACADEMY,,1315 DIXWELL AVE,HAMDEN,CT,06514,1 yr/Prop,94,       103,       401,  25.7,,93,       107,       371,  28.8,,92,        50,       361,  13.9,,,,B,03,01
008037,GATEWAY CMNTY TECHL COLG,,60 SARGENT DR,NEW HAVEN,CT,06511,2 yr/Pub,94,        13,        52,  25.0,,93,         8,        50,  16.0,,92,         2,        11,  16.3,*,,,F,03,01
010530,QUINEBAUG VALLEY COMMUNITY-TECHNICA,L COLLEGE,742 UPPER MAPLE ST,DANIELSON,CT,06239,2 yr/Pub,94,         0,         2,  25.0,*,93,         2,         6,  14.3,*,92,         0,         0,   3.8,*,,,F,02,01
009765,THREE RIVERS COMMUNITY-TECHNICAL CO,LLEGE,MAHAN DRIVE,NORWICH,CT,06360,2 yr/Pub,94,        17,        71,  23.9,,93,        10,        58,  17.2,,92,         7,        51,  13.7,,,,F,02,01
012289,SAMPIERI SCHOOL OF HAIR DESIGN,,541 WOLCOTT ST,WATERBURY,CT,06705,1 yr/Prop,94,         3,        13,  23.8,*,93,         2,         7,  15.4,*,92,         0,         1,   6.3,*,,,B,05,01
009716,NATIONAL ACADEMY OR HAIRDRESSING,,117 MAIN STREET,ANSONIA,CT,06401,1 yr/Prop,94,         1,        17,  23.8,*,93,         8,        23,  26.8,*,92,         6,        23,  20.5,*,,,F,05,01
008038,MIDDLESEX COMMUNITY-TECHNICAL COLLE,GE,100 TRAINING HILL RD,MIDDLETOWN,CT,06457,2 yr/Pub,94,         7,        31,  22.6,,93,         4,        21,  11.9,*,92,         3,        21,   6.7,*,,,F,02,01
021151,BUTLER BUSINESS SCHOOL,,2710 NORTH AVENUE,BRIDGEPORT,CT,06604,1 yr/Prop,94,        16,        80,  20.0,,93,        15,        71,  21.1,,92,         9,        73,  12.3,,,,B,04,01
011496,BULLARD-HAVENS VOCATIONAL TECHNICAL, SCHOOL,500 PALISADE AVENUE,BRIDGEPORT,CT,06610,2 yr/Pub,94,         0,         3,  20.0,*,93,         2,         6,  25.0,*,92,         0,         1,   0.0,*,,,F,04,01
012913,LEON INSTITUTE OF HAIR DESIGN,,111 WALL ST,BRIDGEPORT,CT,06604,1 yr/Prop,94,         0,         1,  20.0,*,93,         1,         5,  21.1,*,92,         2,         9,  13.6,*,,,B,04,01
001399,NORWALK COMMUNITY-TECHNICAL COLLEGE,,188 RICHARDS AVE,NORWALK,CT,06854,2 yr/Pub,94,         9,        46,  19.6,,93,         7,        87,   8.0,,92,         1,        17,  10.7,*,,,F,04,01
022449,DATA INSTITUTE,,745 BURNSIDE AVE,EAST HARTFORD,CT,06108,1 yr/Prop,94,        39,       204,  19.1,,93,        16,        94,  17.0,,92,        13,        73,  17.8,,,,B,01,01
001392,MANCHESTER CMNTY TECHL COLG,,60 BIDWELL ST POB 1046,MANCHESTER,CT,06040,2 yr/Pub,94,        11,        58,  19.0,,93,         8,       100,   8.0,,92,         5,        30,  16.7,,,,F,01,01
007303,NEW ENGLAND TECHNICAL INSTITUTE OF,CONNECTICUT,200 JOHN DOWNEY DR,NEW BRITAIN,CT,06051,2 yr/Prop,94,        90,       479,  18.8,,93,        74,       380,  19.5,,92,        52,       283,  18.4,,C,,D,06,01
021066,FOX INSTITUTE OF BUSINESS,,99 SOUTH STREET,WEST HARTFORD,CT,06110,1 yr/Prop,94,        18,       101,  17.8,,93,        18,       140,  12.9,,92,        29,       171,  17.0,,,,B,,01
012877,KATHARINE GIBBS SCHOOL,,142 EAST AVE,NORWALK,CT,06851,2 yr/Prop,94,        37,       209,  17.7,,93,        66,       275,  24.0,,92,        54,       282,  19.1,,,,F,04,01
006982,NAUGATUCK VALLEY CMNTY TECHL COLG,,750 CHASE PKWY,WATERBURY,CT,06708,2 yr/Pub,94,        14,        81,  17.3,,93,         9,        73,  12.3,,92,         4,        31,  12.9,,,,F,05,01
001380,WESTERN CONNECTICUT STATE UNIVERSIT,Y,181 WHITE STREET,DANBURY,CT,06820,5 yr/Pub,94,        47,       274,  17.2,,93,        17,       154,  11.0,,92,        16,       148,  10.8,,,,B,04,01
009407,BRIARWOOD COLLEGE,,2279 MT VERNON RD,SOUTHINGTON,CT,06489,2 yr/Prop,94,        26,       155,  16.8,,93,        23,       110,  20.9,,92,         6,        96,   6.3,,,,F,06,01
009822,ALBERT I PRINCE REGIONAL VOCATIONAL, TECHNICAL SCHOOL,500 BROOKFIELD ST,HARTFORD,CT,06106,1 yr/Pub,94,         1,         6,  16.7,*,93,         1,         4,  12.5,*,92,         0,         2,   7.1,*,,,F,01,01
007459,PAIER COLG OF ART,,6 PROSPECT COURT,NEW HAVEN,CT,06517,4 yr/Prop,94,         8,        49,  16.3,,93,        10,        77,  13.0,,92,         1,        46,   2.2,,,,F,03,01
021127,GAL-MAR ACADEMY OF HAIRDRESSING,,352 STATE STREET,NORTH HAVEN,CT,06473,1 yr/Prop,94,         8,        51,  15.7,,93,         4,        44,   9.1,,92,         9,        54,  16.7,,,,F,03,01
001393,MITCHELL COLLEGE,,437 PEQUOT AVENUE,NEW LONDON,CT,06320,2 yr/Priv,94,        30,       195,  15.4,,93,        15,       161,   9.3,,92,        17,       158,  10.8,,,,F,02,01
022025,NEW ENGLAND TRACTOR TRAILER TRNG SC,H OF CONN,"FIELD RD, PO BOX 326",SOMERS,CT,06071,300 hr/Prop,94,        75,       487,  15.4,,93,       115,       606,  19.0,,92,       189,       675,  28.0,,,,B,06,01
004513,HOUSATONIC COMMUNITY-TECHNICAL COLL,EGE,510 BARNUM AVENUE,BRIDGEPORT,CT,06608,2 yr/Pub,94,         1,         5,  14.3,*,93,         0,         1,   0.0,*,92,         0,         1,  21.4,*,,,F,04,01
009065,HARTFORD CAMERATA CONSERVATORY,,846 ASYLUM AVE,HARTFORD,CT,06105,2 yr/Priv,94,         5,        24,  14.0,*,93,         2,        18,  11.4,*,92,         0,         8,  10.0,*,,,B,01,01
001398,NORTHWESTERN CONNECTICUT CMNTY TECH,L COLG,PARK PLACE E,WINSTED,CT,06098,2 yr/Pub,94,         3,        15,  13.9,*,93,         2,        12,   6.9,*,92,         0,         9,   0.0,*,,,F,06,01
012780,NATIONAL ACADEMY OF HAIRDRESSING,,245 MAIN ST,BRISTOL,CT,06010,1 yr/Prop,94,         0,         7,  13.8,*,93,         4,        13,  19.4,*,92,         0,         9,   7.7,*,,,F,06,01
021487,CONNECTICUT INSTITUTE OF HAIR DESIG,N,1681 MERIDEN RD,WOLCOTT,CT,06716,1 yr/Prop,94,         3,        13,  12.9,*,93,         1,        14,   4.3,*,92,         0,         4,   0.0,*,,,F,05,01
007305,CONNECTICUT SCHOOL OF ELECTRONICS,,586 ELLA T GRASSO BLVD,NEW HAVEN,CT,06519,2 yr/Prop,94,         6,        48,  12.5,,93,        11,        66,  16.7,,92,         5,        56,   8.9,,,,F,03,01
001425,EASTERN CONNECTICUT STATE UNIVERSIT,Y,83 WINDHAM ST,WILLIMANTIC,CT,06226,5 yr/Pub,94,        54,       442,  12.2,,93,        49,       348,  14.1,,92,        27,       321,   8.4,,,,B,02,01
001374,ALBERTUS MAGNUS COLLEGE,,700 PROSPECT ST,NEW HAVEN,CT,06511,4 yr/Priv,94,        14,       117,  12.0,,93,        12,       113,  10.6,,92,         8,       106,   7.5,,,,F,03,01
011150,ASNUNTUCK COMMUNITY-TECHNICAL COLLE,GE,170 ELM STREET,ENFIELD,CT,06082,2 yr/Pub,94,         6,        50,  12.0,,93,         6,        33,  18.2,,92,         2,        27,   9.1,*,,,F,06,01
012966,NEW LONDON ACDMY OF HAIRDRESSING &,COSMETOLOGY,253 CAPTAINS WALK,NEW LONDON,CT,06320,1 yr/Prop,94,         3,        16,  11.6,*,93,         5,        31,  16.1,,92,         0,        22,   5.9,*,,,F,02,01
001403,SACRED HEART UNIVERSITY,,5151 PARK AVE,FAIRFIELD,CT,06432,5 yr/Priv,94,        41,       362,  11.3,,93,        39,       335,  11.6,,92,        21,       245,   8.6,,,,F,04,01
020740,BRANFORD HALL CAREER INSTITUTE,,1 SUMMIT PLACE,BRANFORD,CT,06405,1 yr/Prop,94,         7,        67,  10.4,,93,         7,        60,  11.7,,92,         1,        27,   7.5,*,,,B,03,01
021438,HUNTINGTON INSTITUTE,,193 BROADWAY,NORWICH,CT,06360,1 yr/Prop,94,        10,        96,  10.4,,93,        10,        98,  10.2,,92,        16,       140,  11.4,,,,B,02,01
009764,TUNXIS COMMUNITY TECHNICAL COLLEGE,,ROUTES 6 AND 177,FARMINGTON,CT,06032,2 yr/Pub,94,         4,        21,  10.2,*,93,         1,        20,   3.8,*,92,         0,         8,   5.0,*,,,F,06,01
007635,CAPITAL COMMUNITY-TECHNICAL COLLEGE,,61 WOODLAND ST,HARTFORD,CT,06105,2 yr/Pub,94,         5,        51,   9.8,,93,         2,        56,   3.6,,92,         0,        19,   0.0,*,,,F,01,01
001401,TEIKYO POST UNIV,,800 COUNTRY CLUB RD POB 2540,WATERBURY,CT,06723,4 yr/Priv,94,        18,       202,   8.9,,93,        16,       183,   8.7,,92,        20,       177,  11.3,,,,F,05,01
008872,NATIONAL ACADEMY OF HAIRDRESSING,,"2505 MAIN ST, STATION HOUSE SQ",STRATFORD,CT,06497,1 yr/Prop,94,         2,        22,   8.8,*,93,         0,         4,  17.0,*,92,         1,         8,  12.5,*,,,F,03,01
001378,CENTRAL CONNECTICUT STATE UNIVERSIT,Y,1615 STANLEY ST,NEW BRITAIN,CT,06050,5 yr/Pub,94,        64,       729,   8.8,,93,        50,       455,  11.0,,92,        39,       409,   9.5,,,,B,06,01
001397,UNIV OF NEW HAVEN,,300 ORANGE AVE,WEST HAVEN,CT,06516,5 yr/Priv,94,        43,       487,   8.8,,93,        42,       427,   9.8,,92,        33,       463,   7.1,,,,F,03,01
008873,AMERICO ACADEMY OF BEAUTY CULTURE,,28 KEELER STREET,DANBURY,CT,06810,1 yr/Prop,94,         0,        14,   8.8,*,93,         0,        11,  11.1,*,92,         3,         9,  15.2,*,,,B,05,01
021344,CONNECTICUT INSTITUTE OF ART,,581 W PUTNAM AVE,GREENWICH,CT,06830,2 yr/Prop,94,         5,        58,   8.6,,93,        16,        63,  25.4,,92,        11,        81,  13.6,,C,,D,04,01
001406,SOUTHERN CONNECTICUT STATE UNIVERSI,TY,501 CRESCENT ST,NEW HAVEN,CT,06515,5 yr/Pub,94,        53,       639,   8.3,,93,        53,       470,  11.3,,92,        27,       396,   6.8,,,,F,03,01
001416,UNIV OF BRIDGEPORT,,170 LAFAYETTE ST,BRIDGEPORT,CT,06601,5 yr/Priv,94,        41,       525,   7.8,,93,        45,       601,   7.5,,92,        35,       750,   4.7,,,,F,04,01
001422,UNIV OF HARTFORD,,200 BLOOMFIELD AVE,WEST HARTFORD,CT,06117,5 yr/Priv,94,        59,       786,   7.5,,93,        65,       802,   8.1,,92,        40,       787,   5.1,,,,F,01,01
011843,NORWICH REGIONAL VOCNL TECHL SCHL,,590 NEW LONDON TPKE,NORWICH,CT,06360,2 yr/Pub,94,         0,         6,   7.1,*,93,         1,         6,   5.6,*,92,         0,         2,   0.0,*,,,F,02,01
007311,WINDHAM REGIONAL VOCNL TECHL SCHL,,210 BIRCH ST,WILLIMANTIC,CT,06226,2 yr/Pub,94,         0,         5,   6.7,*,93,         1,        10,   6.3,*,92,         0,         0,   0.0,*,,,F,02,01
001389,HOLY APOSTLES COLLEGE,,33 PROSPECT HILL RD,CROMWELL,CT,06416,5 yr/Priv,94,         1,        22,   6.0,*,93,         3,        29,   6.0,*,92,         1,        33,   3.0,,,,F,01,01
001409,ST JOSEPH COLG,,1678 ASYLUM AVE,HARTFORD,CT,06117,5 yr/Priv,94,        11,       190,   5.8,,93,        24,       226,  10.6,,92,         5,       185,   2.7,,,,F,01,01
001417,UNIV OF CONNECTICUT,,352 MANSFIELD RD,STORRS,CT,06268,5 yr/Pub,94,       127,      2346,   5.4,,93,        92,      1908,   4.8,,92,        58,      1673,   3.5,,,,F,02,01
001402,QUINNIPIAC COLLEGE,,MT CARMEL AVENUE,HAMDEN,CT,06518,5 yr/Priv,94,        43,       827,   5.2,,93,        19,       570,   3.3,,92,        15,       553,   2.7,,,,F,03,01
001377,BRIDGEPORT ENGINEERING INSTITUTE,,785 UNQUOWA RD,FAIRFIELD,CT,06430,4 yr/Priv,94,         0,         6,   4.3,*,93,         0,         7,   3.4,*,92,         1,        10,   3.2,*,,,F,04,01
023166,CONNECTICUT CENTER FOR MASSAGE THER,APY,75 KITTS LANE,NEWINGTON,CT,06111,600 hr/Prop,94,         4,       102,   3.9,,93,         3,        87,   3.4,,92,         1,       103,   1.0,,,,B,01,01
001424,WESLEYAN UNIVERSITY,,1 HIGH STREET,MIDDLETOWN,CT,06457,5 yr/Priv,94,        15,       404,   3.7,,93,        14,       504,   2.8,,92,        15,       463,   3.2,,,,F,02,01
001385,FAIRFIELD UNIVERSITY,,NORTH BENSON ROAD,FAIRFIELD,CT,06430,5 yr/Priv,94,        13,       437,   3.0,,93,         7,       370,   1.9,,92,         4,       394,   1.0,,,,F,04,01
002804,HARTFORD GRADUATE CENTER,,275 WINDSOR ST,HARTFORD,CT,06120,5 yr/Priv,94,         1,        27,   2.9,*,93,         1,        25,   2.7,*,92,         0,        18,   1.2,*,,,B,01,01
006186,ONA M WILCOX SCHOOL OF NURSING MIDD,LESEX MEM HOSP,28 CRESCENT ST,MIDDLETOWN,CT,06457,3 yr/Priv,94,         1,        36,   2.8,,93,         1,        56,   1.8,,92,         0,        27,   1.4,*,,,F,02,01
006191,ST VINCENTS COLG OF NURSING,,2800 MAIN ST,BRIDGEPORT,CT,06606,3 yr/Priv,94,         1,        40,   2.5,,93,         1,        27,   1.8,*,92,         0,        13,   0.0,*,,,F,04,01
001426,YALE UNIV,,155 WHITNEY AVE,NEW HAVEN,CT,06510,4 yr/Priv,94,        41,      1813,   2.3,,93,        42,      1806,   2.3,,92,        45,      1978,   2.3,,,,F,03,01
001379,CONNECTICUT COLLEGE,,MOHEGAN AVENUE,NEW LONDON,CT,06320,5 yr/Priv,94,         5,       233,   2.1,,93,         6,       199,   3.0,,92,         3,       164,   1.8,,,,F,02,01
001414,TRINITY COLLEGE,,300 SUMMIT STREET,HARTFORD,CT,06106,5 yr/Priv,94,         5,       250,   2.0,,93,         7,       264,   2.7,,92,        10,       238,   4.2,,,,B,01,01
006181,BRIDGEPORT HOSPITAL SCHOOL OF NURSI,NG,200 MILL HILL AVE,BRIDGEPORT,CT,06610,2 yr/Priv,94,         0,        29,   1.2,*,93,         0,        33,   0.0,,92,         1,        24,   2.1,*,,,F,04,01
009277,EC GOODWIN REGIONAL VOCATIONAL TECH,NICAL SCHOOL,735 SLATER RD,NEW BRITAIN,CT,06053,1 yr/Pub,94,         0,         3,   0.0,*,93,         0,         0,   8.3,*,92,         0,         0,   6.3,*,,,F,06,01
022130,ELLA T GRASSO SOUTHEASTERN VOCNL TE,CHL SCHL,189 FORT HILL RD,GROTON,CT,06340,1 yr/Pub,94,         0,         2,   0.0,*,93,         0,         0,   0.0,*,92,         0,         0,   0.0,*,,,F,,01
012185,H C WILCOX REGIONAL VOCATIONAL TECH,NICAL CENTER,OREGON RD,MERIDEN,CT,06450,1 yr/Pub,94,         0,         0,   0.0,*,93,         0,         0,   0.0,*,92,         0,         1,   0.0,*,,,F,05,01
001387,HARTFORD SEMINARY,,77 SHERMAN STREET,HARTFORD,CT,06105,5 yr/Priv,94,         0,         3,   0.0,*,93,         0,         5,   0.0,*,92,         0,         2,   0.0,*,C,,,01,01
013264,HENRY ABBOTT REGIONAL VOCNL TECHL S,CHL,HAYESTOWN AVE,DANBURY,CT,06811,2 yr/Pub,94,         0,         0,   0.0,*,93,         0,         6,   0.0,*,92,         0,         0,  16.7,*,,,F,04,01
022453,HOWELL CHENEY REGIONAL VOCATIONAL-T,ECHNICAL SCHOOL,791 W MIDDLE TPK,MANCHESTER,CT,06040,2 yr/Pub,94,         0,         5,   0.0,*,93,         0,         1,   0.0,*,92,         0,         0,   0.0,*,,,F,01,01
009291,J M WRIGHT REGIONAL VOCNL TECHL SCH,L,POB 1416 SCALZI PARK,STAMFORD,CT,06904,1 yr/Pub,94,         0,         0,   0.0,*,93,         0,         1,   0.0,*,92,         0,         0,   0.0,*,,,F,04,01
004084,NEW BRITAIN GENERAL HOSPITAL SCHL O,F RADIOLOGIC TECHLGY,100 GRAND ST,NEW BRITAIN,CT,06050,2 yr/Priv,94,         0,         0,   0.0,*,93,         0,         1,   0.0,*,92,         0,         3,   0.0,*,,,F,06,01
025650,PLATT REGIONAL VOCNL TECHNL SCHL,,600 ORANGE AVE,MILFORD,CT,06460,3 yr/Pub,94,         0,         0,   0.0,*,93,         0,         1,   0.0,*,92,         0,         0,   0.0,*,,,F,03,01
006189,ST FRANCIS HOSPITAL SCHOOL OF NURSI,NG,260 ASHLEY ST,HARTFORD,CT,06105,3 yr/Priv,94,         0,        41,   0.0,,93,         0,        58,   0.0,,92,         0,        48,   0.0,,,,F,01,01
009867,"UNIVERSITY OF CONNECTICUT, SCHOOL O",F MEDICINE,**,FARMINGTON,CT,06032,5 yr/Pub,94,         0,        77,   0.0,,93,         1,       105,   1.0,,92,         0,        87,   0.0,,,,F,06,01
011215,"UNIVERSITY OF CONNECTICUT, HEALTH C",ENTER,263 FARMINGTON AVE,FARMINGTON,CT,06032,5 yr/Pub,94,         0,        56,   0.0,,93,         2,        69,   2.9,,92,         1,        54,   1.9,,,,F,06,01
023000,W F KAYNOR REGIONAL VOCNL TECHL SCH,L,43 TOMPKINS ST,WATERBURY,CT,06708,1 yr/Pub,94,         0,         1,   0.0,*,93,         0,         0,  33.3,*,92,         0,         0,  25.0,*,,,F,05,01
022659,WINDHAM CMNTY MEMORIAL HOSPITAL PRO,GRAM OF RADIOLOGIC TECHLGY,112 MANSFIELD AVE,WILLIMANTIC,CT,06226,2 yr/Priv,94,         0,         6,   0.0,*,93,         0,         2,   0.0,*,92,         0,         5,   0.0,*,,,F,02,01
022961,YALE-NEW HAVEN HOSPITAL DIETETIC IN,TERNSHIP PROGRAM,20 YORK ST,NEW HAVEN,CT,06504,1 yr/Priv,94,         0,         6,   0.0,*,93,         0,         4,   0.0,*,92,         0,         7,   0.0,*,,,F,03,01
030948,INDUSTRIAL MANAGEMENT AND TRAINING,INSTITUTE,233 MILL ST,WATERBURY,CT,06706,600 hr/Priv,94,         0,         2,   0.0,,93,       N/A,       N/A,   N/A,,92,       N/A,       N/A,   N/A,,,,B,05,01
012665,HARRISON CENTER FOR CAREER EDUCATIO,N,"624 NINTH ST, NW",WASHINGTON,DC,20001,1 yr/Priv,94,         0,         0,  40.0,*,93,         0,         0,  33.3,*,92,         2,         5,  33.3,*,,,F,98,03
022792,IMAGE SCHOOL OF HAIR DESIGNERS,,2031 RHODE ISLAND AVE NE,WASHINGTON,DC,20018,1 yr/Prop,94,         2,         6,  30.2,*,93,        10,        31,  32.3,,92,         4,        16,  32.6,*,C,,,98,03
021328,NATIONAL CONSERVATORY OF DRAMATIC A,RTS,1556 WISCONSIN AVE NW,WASHINGTON,DC,20007,2 yr/Priv,94,         6,        29,  28.8,*,93,         9,        24,  35.0,*,92,         6,        20,  41.7,*,,,F,98,03
001456,SOUTHEASTERN UNIVERSITY,,"501 EYE ST, SW",WASHINGTON,DC,20024,5 yr/Priv,94,        27,       106,  25.5,,93,        23,       113,  20.4,,92,        30,       159,  18.9,,,,F,98,03
025889,SANZ SCHOOL,,"1511 - K ST NW, STE 210",WASHINGTON,DC,20005,1 yr/Prop,94,        18,        73,  24.7,,93,        64,       257,  24.9,,92,        61,       258,  23.6,,,,B,98,03
001441,UNIVERSITY OF THE DISTRICT OF COLUM,BIA,4200 CONNECTICUT AVE NW,WASHINGTON,DC,20008,5 yr/Pub,94,        35,       196,  17.9,,93,        20,       119,  16.8,,92,        19,       100,  19.0,,C,H,D,98,03
001459,STRAYER COLLEGE,,"1025 - 15TH ST, NW",WASHINGTON,DC,20005,4 yr/Prop,94,       280,      1749,  16.0,,93,       275,      1655,  16.6,,92,       109,      1032,  10.6,,,,B,98,03
011950,CORCORAN SCHOOL OF ART,,"17TH ST & NEW YORK AVE, NW",WASHINGTON,DC,20006,4 yr/Priv,94,        12,        76,  15.8,,93,         5,        75,   6.7,,92,         9,        84,  10.7,,,,F,98,03
001452,MOUNT VERNON COLLEGE,,2100 FOXHALL RD NW,WASHINGTON,DC,20007,4 yr/Priv,94,         8,        69,  11.6,,93,         4,        76,   5.3,,92,         5,        67,   7.5,,,,F,98,03
001448,HOWARD UNIV,,2400 6TH ST NW,WASHINGTON,DC,20059,5 yr/Priv,94,       274,      2537,  10.8,,93,       298,      2527,  11.8,,92,       251,      2269,  11.1,,H,,B,08,03
025157,GRADUATE SCHOOL OF POLITICAL MANAGE,MENT,801 - 22ND ST NW,WASHINGTON,DC,20052,5 yr/Priv,94,         3,        37,   8.1,,93,         2,        39,   5.1,,92,         3,        46,   6.5,,,,F,98,03
001443,GALLAUDET UNIVERSITY,,800 FLORIDA AVE NE,WASHINGTON,DC,20002,5 yr/Priv,94,        10,       159,   6.3,,93,         5,       147,   3.4,,92,        11,       155,   7.1,,,,F,98,03
001460,TRINITY COLLEGE,,"125 MICHIGAN AVE, NE",WASHINGTON,DC,20017,5 yr/Priv,94,         8,       181,   4.4,,93,        11,       172,   6.4,,92,        13,       163,   8.0,,,,F,98,03
030347,DISTRICT OF COLUMBIA SCHOOL OF LAW,,"4250 CONNECTICUT AVE, NW",WASHINGTON,DC,20008,5 yr/Pub,94,         5,       116,   4.3,,93,         5,       123,   4.1,,92,         2,        55,   3.6,,,,F,98,03
001444,GEORGE WASHINGTON UNIVERSITY,,***,WASHINGTON,DC,20052,5 yr/Priv,94,        62,      2221,   2.8,,93,        46,      2389,   1.9,,92,        52,      1979,   2.6,,,,B,98,03
001434,AMERICAN UNIVERSITY,,"4400 MASSCHUSETTS AVE, N.W.",WASHINGTON,DC,20016,5 yr/Priv,94,        54,      1971,   2.7,,93,        65,      2197,   3.0,,92,        51,      1861,   2.7,,C,,D,98,03
001437,CATHOLIC UNIVERSITY OF AMERICA,,620 MICHIGAN AVE NE,WASHINGTON,DC,20064,5 yr/Priv,94,        33,      1301,   2.5,,93,        33,      1388,   2.4,,92,        34,      1122,   3.0,,,,F,98,03
001445,GEORGETOWN UNIVERSITY,,"37TH & O STS, NW",WASHINGTON,DC,20057,5 yr/Priv,94,        67,      3068,   2.2,,93,        61,      3478,   1.8,,92,        66,      2328,   2.8,,,,F,98,03
012029,DE SALES SCHOOL OF THEOLOGY,,721 LAWRENCE ST NE,WASHINGTON,DC,20017,5 yr/Priv,94,         0,         3,   0.0,*,93,         0,         0,   0.0,*,92,         0,         1,   0.0,*,,,F,98,03
022044,WASHINGTON HOSPITAL CENTER SCHL OF,MEDICAL TECHLGY,110 IRVING ST NW,WASHINGTON,DC,20010,1 yr/Pub,94,         0,         0,   0.0,*,93,         0,         0,   0.0,*,92,         0,         0,   0.0,*,C,,,,03
001464,WESLEY THEOLOGICAL SEMINARY,,4500 MASSACHUSETTS AVE NW,WASHINGTON,DC,20016,5 yr/Priv,94,         0,        47,   0.0,,93,         2,        43,   4.7,,92,         1,        42,   2.4,,,,F,98,03
011727,DELAWARE TECHNICAL AND COMMUNITY CO,"LLEGE, TERRY CAMPUS",1832 N DUPONT PKWY,DOVER,DE,19901,2 yr/Pub,94,         1,         3,  23.1,*,93,         1,         5,  25.0,*,92,         4,        18,  25.4,*,C,,,AL,03
030210,STAR TECHNICAL INSTITUTE,,631 W NEWPORT GAP PIKE,WILMINGTON,DE,19804,1 yr/Prop,94,        60,       324,  18.5,,93,        52,       252,  20.6,,92,        28,       114,  24.6,,,,B,AL,03
030258,DAWN TRAINING INSTITUTE,,2400 W FOURTH STREET,WILMINGTON,DE,19805,600 hr/Prop,94,         9,        50,  18.0,,93,         0,         5,   0.0,*,92,         0,         5,   0.0,,,,F,00,03
021449,DELAWARE TECHNICAL AND COMMUNITY CO,"L, STANTON/WILMINGTON",400 CHRISTIANA-STANTON RD,NEWARK,DE,19711,2 yr/Pub,94,        10,        59,  16.9,,93,         5,        67,   7.5,,92,         3,        48,   6.3,,C,,D,AL,03
001428,DELAWARE STATE COLLEGE,,1200 N DUPONT HWY,DOVER,DE,19901,5 yr/Pub,94,        48,       372,  12.9,,93,        52,       277,  18.8,,92,        42,       229,  18.3,,H,,B,AL,03
021904,SCHILLING DOUGLAS SCHOOL OF HAIR DE,SIGN,70 AMSTEL AVE,NEWARK,DE,19711,1 yr/Prop,94,         5,        49,  10.2,,93,         9,        41,  22.0,,92,         3,        51,   5.9,,,,B,AL,03
007053,DELAWARE TECHNICAL AND COMMUNITY CO,"L, SOUTHERN CAMPUS",RT 18 PO BOX 610,GEORGETOWN,DE,19947,2 yr/Pub,94,         2,        23,   9.9,*,93,         7,        51,  13.7,,92,         4,        57,   7.0,,,,F,AL,03
007948,WILMINGTON COLLEGE,,320 DUPONT HWY,NEW CASTLE,DE,19720,5 yr/Priv,94,        11,       157,   7.0,,93,         5,       113,   4.4,,92,         5,        82,   6.1,,,,F,AL,03
001433,WESLEY COLLEGE,,COLLEGE SQ,DOVER,DE,19901,4 yr/Priv,94,        13,       266,   4.9,,93,        19,       202,   9.4,,92,        18,       192,   9.4,,,,F,AL,03
