GSL_ID,NAME,SUB_NAME,ADDR,CITY,STATE,ZIP,TYPE_CNTRL,YR_1,NBD_1,NBR_1,DRATE_1,AVG_1,YR_2,NBD_2,NBR_2,DRATE_2,AVG_2,YR_3,NBD_3,NBR_3,DRATE_3,AVG_3,FLAG_1,FLAG_2,CONG_DIST,REGION
008871,CONCORDE CAREER INST,,770 GRANT ST,DENVER,CO,80203,1 yr/Prop,93,       104,       520,  20.0,,92,       N/A,       N/A,   N/A,,91,       N/A,       N/A,   N/A,,,,01,08
012850,INTERNATIONAL BEAUTY ACADEMY,,1360 N ACADEMY BLVD,COLORADO SPRINGS,CO,80909,1 yr/Prop,93,        20,       100,  20.0,,92,        28,        89,  31.5,,91,        27,        91,  29.7,,,,05,08
020594,AMERICANA BEAUTY COLG #2,,3650 AUSTIN BLUFFS PKY STE 174,COLORADO SPRINGS,CO,80918,1 yr/Prop,93,        17,        91,  18.7,,92,        13,        67,  19.4,,91,        38,       122,  31.1,,,,05,08
012502,AMERICANA BEAUTY COLLEGE I,,730 S CAMINO DEL RIO,DURANGO,CO,81301,300 hr/Prop,93,        11,        62,  17.7,,92,        18,        71,  25.4,,91,        12,        51,  23.5,,,,03,08
001359,COLORADO NORTHWESTERN CMNTY COLG,,500 KENNEDY DR,RANGELY,CO,81648,2 yr/Pub,93,        20,       113,  17.7,,92,        14,        84,  16.7,,91,         9,        96,   9.4,,,,03,08
009542,COMMUNITY COLLEGE OF DENVER,,"1111 W COLFAX, POB 173363",DENVER,CO,80217,2 yr/Pub,93,        79,       447,  17.7,,92,        65,       301,  21.6,,91,        55,       307,  17.9,,,,01,08
007548,DENVER INST OF TECHLGY,,7350 N BDWY,DENVER,CO,80221,4 yr/Prop,93,       186,      1067,  17.4,,92,        60,       863,   7.0,,91,        41,       940,   4.4,,,,02,08
001362,OTERO JUNIOR COLG,,18TH & COLORADO AVE,LA JUNTA,CO,81050,2 yr/Pub,93,        12,        69,  17.4,,92,         7,        47,  14.9,,91,        10,        71,  14.1,,,,04,08
021606,"COLUMBINE BEAUTY SCHOOL, III",,3811 E 120TH AVE,THORNTON,CO,80229,1 yr/Prop,93,         5,        30,  16.7,,92,         5,        39,  12.8,,91,         5,        24,  28.8,*,,,01,08
011628,VOGUE COLG OF COSMETOLOGY #30,,1739 N ACDMY BLVD,COLORADO SPRINGS,CO,80909,1 yr/Prop,93,         2,        18,  16.7,*,92,         2,         6,  26.6,*,91,         5,        30,  16.7,,,,05,08
020789,COLORADO INSTITUTE OF ART,,200 E 9TH AVE,DENVER,CO,80203,2 yr/Prop,93,       127,       787,  16.1,,92,       206,      1156,  17.8,,91,       214,      1062,  20.2,,,,01,08
009543,RED ROCKS COMMUNITY COLLEGE,,13300 W 6TH AVE,LAKEWOOD,CO,80401,2 yr/Pub,93,        28,       177,  15.8,,92,        28,       170,  16.5,,91,        21,       170,  12.4,,,,02,08
023217,ITT TECHNICAL INSTITUTE,,2121 S BLACKHAWK ST,AURORA,CO,80014,4 yr/Prop,93,        41,       266,  15.4,,92,        53,       281,  18.9,,91,        53,       276,  19.2,,,,06,08
008896,PIKES PEAK CMNTY COLG,,5675 S ACDMY BLVD,COLORADO SPRINGS,CO,80906,2 yr/Pub,93,       144,       936,  15.4,,92,       182,       790,  23.0,,91,       184,       693,  26.6,,,,05,08
004503,BLAIR JUNIOR COLG,,828 WOOTEN RD,COLORADO SPRINGS,CO,80915,2 yr/Prop,93,        76,       507,  15.0,,92,       152,       649,  23.4,,91,       150,       653,  23.0,,,,05,08
021411,ULTIMA COLLEGE OF COSMETOLOGY,,3049-A W 74TH AVE,WESTMINSTER,CO,80030,1 yr/Prop,93,         9,        64,  14.1,,92,        11,        63,  17.5,,91,        28,        78,  35.9,,,,02,08
011572,COLORADO SCHOOL OF TRADES,,1575 HOYT STREET,LAKEWOOD,CO,80215,1 yr/Prop,93,         7,        50,  14.0,,92,         1,        28,  10.3,*,91,         7,        28,  10.3,*,,,02,08
021321,COLORADO BEAUTY COLLEGE III,,2415 FREMONT DR,CANON CITY,CO,81212,1 yr/Prop,93,         0,        28,  14.0,*,92,         8,        36,  22.2,,91,         5,        29,  21.5,*,,,03,08
030149,PLATT COLLEGE,,"3100 S PARKER RD, STE 200",AURORA,CO,80014,1 yr/Prop,93,        33,       238,  13.9,,92,        53,       297,  17.8,,91,       149,       805,  18.5,,,,06,08
007582,AIMS COLG,,5401 W 20TH ST POB 69,GREELEY,CO,80632,2 yr/Pub,93,        47,       342,  13.7,,92,        35,       279,  12.5,,91,        33,       296,  11.1,,,,04,08
021163,PUEBLO COMMUNITY COLLEGE,,900 W ORMAN AVE,PUEBLO,CO,81004,2 yr/Pub,93,        43,       327,  13.1,,92,        63,       283,  22.3,,91,        43,       216,  19.9,,,,03,08
010958,HIGHLAND HILLS BEAUTY ACDMY,,5316 W 20TH ST,GREELEY,CO,80631,1 yr/Prop,93,         4,        31,  12.9,,92,         5,        38,  13.2,,91,         7,        24,  26.6,*,,,04,08
012875,T H PICKENS TECHNICAL CENTER OF THE, AURORA PUBLIC SCH,500 AIRPORT BLVD,AURORA,CO,80011,1 yr/Pub,93,         0,        18,  12.9,*,92,         8,        46,  17.4,,91,         8,        60,  13.3,,,,01,08
025901,HAIR DYNAMICS EDUCATION CENTER II,,6572-C S BROADWAY,LITTLETON,CO,80121,1 yr/Prop,93,         3,        18,  12.8,*,92,         1,        16,   8.6,*,91,         2,        13,  10.5,*,,,05,08
001361,NORTHEASTERN JUNIOR COLG,,100 COLG DR,STERLING,CO,80751,2 yr/Pub,93,        33,       259,  12.7,,92,        24,       202,  11.9,,91,        48,       208,  23.1,,,,04,08
013007,NAZARENE BIBLE COLLEGE,,1111 CHAPMAN DRIVE,COLORADO SPRINGS,CO,80916,4 yr/Priv,93,        12,        97,  12.4,,92,        12,        71,  16.9,,91,         5,        56,   8.9,,,,05,08
001365,UNIVERSITY OF SOUTHERN COLORADO,,2200 BONFORTE BLVD,PUEBLO,CO,81001,5 yr/Pub,93,        96,       783,  12.3,,92,        66,       580,  11.4,,91,        73,       578,  12.6,,,,03,08
010148,COLORADO TECHNICAL UNIVERSITY,,4435 N CHESTNUT ST,COLORADO SPRINGS,CO,80907,4 yr/Prop,93,        53,       437,  12.1,,92,        63,       376,  16.8,,91,        61,       504,  12.1,,,,05,08
025185,HAIR DYNAMICS EDUCATION CENTER,,6464 S COLLEGE AVE,FORT COLLINS,CO,80525,1 yr/Prop,93,         5,        42,  11.9,,92,        11,        57,  19.3,,91,        11,        65,  16.9,,,,04,08
012022,SAN LUIS VALLEY AREA VOCNL SCHL,,1011 MAIN ST,ALAMOSA,CO,81101,2 yr/Pub,93,         5,        42,  11.9,,92,         9,        49,  18.4,,91,        13,        47,  27.7,,,,03,08
022769,COMMUNITY COLLEGE OF AURORA,,16000 CENTRETECH PKWY,AURORA,CO,80011,2 yr/Pub,93,        20,       169,  11.8,,92,        39,       169,  23.1,,91,        25,       156,  16.0,,,,01,08
001355,LAMAR COMMUNITY COLLEGE,,2400 SOUTH MAIN,LAMAR,CO,81052,2 yr/Pub,93,        11,        94,  11.7,,92,        19,        91,  20.9,,91,        17,        83,  20.5,,,,04,08
012670,BEL-REA INSTITUTE OF ANIMAL,TECHNOLOGY,1681 S DAYTON ST,DENVER,CO,80231,2 yr/Prop,93,        19,       170,  11.2,,92,        18,       135,  13.3,,91,        23,       131,  17.6,,,,01,08
007933,FRONT RANGE COMMUNITY COLLEGE,,3645 W 112TH ST,WESTMINSTER,CO,80030,2 yr/Pub,93,        71,       659,  10.8,,92,        73,       449,  16.3,,91,        54,       396,  13.6,,,,02,08
007297,COLORADO AERO TECH,,10851 W 120TH AVE,BROOMFIELD,CO,80020,1 yr/Prop,93,        95,       892,  10.7,,92,       163,      1128,  14.5,,91,       132,      1333,   9.9,,,,04,08
004506,COLORADO MOUNTAIN JUNIOR COLG,DISTRICT,215 9TH ST POB 10001,GLENWOOD SPRINGS,CO,81601,2 yr/Pub,93,        21,       197,  10.7,,92,        30,       212,  14.2,,91,        37,       203,  18.2,,,,03,08
010732,SAN JUAN BASIN AREA VOCNL TECHL,SCHL,POB 970,CORTEZ,CO,81321,1 yr/Pub,93,         2,        23,  10.4,*,92,         1,        11,  10.9,*,91,         2,        14,  16.9,*,,,03,08
030063,INSTITUTE OF BUSINESS & MEDICAL,CAREERS,"1609 OAKRIDGE DR., #102",FORT COLLINS,CO,80525,1 yr/Prop,93,         9,        88,  10.2,,92,         2,        41,   4.9,,91,         0,         9,   0.0,,,,02,08
021562,DELTA MONTROSE AREA VOCNL TECHNL,CENTER,1765 US HWY 50,DELTA,CO,81416,600 hr/Pub,93,         2,        21,  10.2,*,92,         2,        17,  10.0,*,91,         1,        11,   7.7,*,,,03,08
001358,MESA STATE COLG,,1175 TEXAS AVE POB 2647,GRAND JUNCTION,CO,81502,4 yr/Pub,93,        77,       797,   9.7,,92,        71,       729,   9.7,,91,        82,       697,  11.8,,,,03,08
001346,ARAPAHOE CMNTY COLG,,5900 S SANTA FE DRIVE,LITTLETON,CO,80120,2 yr/Pub,93,        34,       366,   9.3,,92,        43,       306,  14.1,,91,        39,       290,  13.4,,,,05,08
001360,METROPOLITAN STATE COLG,,1006 11TH ST BOX #2,DENVER,CO,80204,4 yr/Pub,93,       206,      2260,   9.1,,92,       224,      1881,  11.9,,91,       199,      1978,  10.1,,,,01,08
021175,NAROPA INST,,2130 ARAPAHOE AVE,BOULDER,CO,80302,5 yr/Priv,93,        10,       113,   8.8,,92,         3,        91,   3.3,,91,         2,        95,   2.1,,,,02,08
021629,MICHAEL TAYLOR INST OF HAIR DESIGN,,6520 N WADSWORTH STE 203 B,ARVADA,CO,80002,600 hr/Prop,93,         5,        58,   8.6,,92,        13,        69,  18.8,,91,        18,        78,  23.1,,,,02,08
007649,ROCKY MOUNTAIN COLLEGE OF ART &,DESIGN,6875 E EVANS AVE,DENVER,CO,80224,4 yr/Prop,93,         9,       108,   8.3,,92,        26,       111,  23.4,,91,        24,       137,  17.5,,,,01,08
026110,HERITAGE COLLEGE OF HEALTH CAREERS,,12 LAKESIDE LANE,DENVER,CO,80212,1 yr/Prop,93,        14,       170,   8.2,,92,        18,        91,  19.8,,91,        17,        58,  29.3,,,,01,08
001345,ADAMS STATE COLLEGE,,208 EDGEMONT AVENUE,ALAMOSA,CO,81102,5 yr/Pub,93,        42,       534,   7.9,,92,        52,       451,  11.5,,91,        52,       467,  11.1,,,,03,08
030278,COLORADO SCHOOL OF TRAVEL,,"608 GARRISON, STE G",LAKEWOOD,CO,80215,1 yr/Priv,93,         3,        42,   7.1,,92,         4,        29,  13.8,,91,         0,         1,   0.0,,,,02,08
021308,"AMERICANA BEAUTY COLLEGE, III",,228 W 29TH ST,PUEBLO,CO,81008,1 yr/Prop,93,         2,        30,   6.7,,92,        14,        44,  31.8,,91,        13,        27,  40.2,*,C,,03,08
001372,WESTERN STATE COLLEGE OF COLORADO,,,GUNNISON,CO,81230,5 yr/Pub,93,        32,       488,   6.6,,92,        35,       451,   7.8,,91,        47,       413,  11.4,,,,03,08
030274,XENON INTERNATIONAL SCHOOL OF HAIR,DESIGN III,2231 SOUTH PEORIA,AURORA,CO,80014,1 yr/Prop,93,         2,        33,   6.1,,92,         1,         9,  11.1,,91,         0,         0,   0.0,,,,06,08
001353,FT LEWIS COLG,,COLG HEIGHTS,DURANGO,CO,81301,4 yr/Pub,93,        28,       576,   4.9,,92,        36,       498,   7.2,,91,        37,       503,   7.4,,,,03,08
030131,BOULDER SCHL OF MASSAGE THERAPY,,3285 30TH ST,BOULDER,CO,80301,1 yr/Priv,93,         4,        88,   4.5,,92,         0,        84,   0.0,,91,         0,        27,   0.0,,,,02,08
009401,COLORADO CHRISTIAN UNIVERSITY,,180 S. GARRISON ST,LAKEWOOD,CO,80226,4 yr/Priv,93,        14,       325,   4.3,,92,        22,       276,   8.0,,91,        16,       211,   7.6,,,,06,08
006740,UNIVERSITY OF COLORADO AT DENVER,,"1200 LARIMER, BOX 151",DENVER,CO,80204,5 yr/Pub,93,        65,      1495,   4.3,,92,        77,      1184,   6.5,,91,        50,      1322,   3.8,,,,01,08
001349,UNIVERSITY OF NORTHERN COLORADO,,"CARTER HALL, ROOM 1002",GREELEY,CO,80639,5 yr/Pub,93,        83,      1997,   4.2,,92,       119,      1737,   6.9,,91,        84,      1550,   5.4,,,,04,08
021676,DENVER PARALEGAL INSTITUTE,,1401 - 19TH ST,DENVER,CO,80202,1 yr/Prop,93,        11,       266,   4.1,,92,        11,       244,   4.5,,91,        22,       298,   7.4,,,,01,08
001363,REGIS UNIV,,3333 REGIS BLVD,DENVER,CO,80221,4 yr/Priv,93,        32,       792,   4.0,,92,        29,       577,   5.0,,91,        25,       516,   4.8,,,,02,08
021887,DENVER ACDMY OF COURT REPORTING,,7290 SAMUEL DR 2ND FL,DENVER,CO,80221,1 yr/Prop,93,         5,       133,   3.8,,92,        11,        90,  12.2,,91,         4,       134,   3.0,,,,02,08
001354,ILIFF SCHL OF THEOLOGY,,2201 S UNIV BLVD,DENVER,CO,80210,5 yr/Priv,93,         2,        58,   3.4,,92,         5,        41,  12.2,,91,         2,        51,   3.9,,,,06,08
004509,UNIV OF COLORADO COLORADO SPRINGS,,AUSTIN BLUFFS PKY POB 7150,COLORADO SPRINGS,CO,80933,5 yr/Pub,93,        24,       729,   3.3,,92,        30,       580,   5.2,,91,        28,       547,   5.1,,,,05,08
001371,UNIV OF DENVER,,UNIV PARK CAMPUS,DENVER,CO,80203,5 yr/Priv,93,        64,      2070,   3.1,,92,        62,      1550,   4.0,,91,        59,      1541,   3.8,,,,01,08
001348,COLORADO SCHOOL OF MINES,,1500 ILLINOIS ST,GOLDEN,CO,80401,5 yr/Pub,93,        10,       382,   2.6,,92,        13,       357,   3.6,,91,        11,       397,   2.8,,,,06,08
006175,BETH EL COLG OF NURSING,,10 N FARRAGUT AVE,COLORADO SPRINGS,CO,80909,2 yr/Priv,93,         1,        48,   2.1,,92,         1,        44,   2.3,,91,         0,        28,   1.3,*,,,05,08
001352,DENVER CONSERVATIVE BAPTIST SMRY,,POB 10000,DENVER,CO,80210,5 yr/Priv,93,         1,        62,   1.6,,92,         1,        61,   1.6,,91,         1,        52,   1.9,,,,01,08
001347,COLORADO COLLEGE,,,COLORADO SPRINGS,CO,80903,5 yr/Priv,93,         4,       319,   1.3,,92,         4,       292,   1.4,,91,         9,       311,   2.9,,,,05,08
004508,UNIV OF COLORADO HEALTH SCIENCES,CENTER,4200 E 9TH AVE A081,DENVER,CO,80220,4 yr/Pub,93,         6,       487,   1.2,,92,         6,       454,   1.3,,91,         3,       531,   0.6,,,,01,08
022426,LUTHERN MEDICAL CTR RADIOLOGICAL,TECHLGY ACDMY,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,2 yr/Priv,93,         0,         1,   0.0,*,92,         0,         1,   0.0,*,91,         0,         0,   0.0,*,,,01,08
004335,PRESBYTERIAN ST LUKE CTR HLTH SCI,ED SCHL OF RADY TECHLGY,1719 E 19TH AVE,DENVER,CO,80218,2 yr/Priv,93,         0,         1,   0.0,*,92,         0,         0,   0.0,*,91,         0,         0,   0.0,*,,,01,08
021331,PRESBYTERIAN ST LUKE CTR HLTH,SCI ED SCHL OF MEDCL TECHLGY,601 E 19TH AVE BOX 58,DENVER,CO,80203,3 yr/Priv,93,         0,         3,   0.0,*,92,         0,         3,   0.0,*,91,         0,         2,   0.0,*,,,01,08
024738,UNIV OF COLORADO HEALTH SCIENCES,CENTER,4200 E 9TH AVE A081,DENVER,CO,80220,5 yr/Pub,93,         0,         0,   0.0,*,92,         0,         0,   0.0,*,91,         0,         0,   0.0,*,,,01,08
030532,ASTRAL ACDMY OF HAIR,,1432 N HANCOCK,COLORADO SPRINGS,CO,80903,1 yr/Prop,93,         3,         7,  42.9,,92,       N/A,       N/A,   N/A,,91,       N/A,       N/A,   N/A,,,,05,08
010886,AMORE INST OF HAIR DESIGN,,1209 CAMPBELL AVE,WEST HAVEN,CT,06516,1 yr/Prop,93,        13,        33,  39.4,,92,         5,        22,  13.4,*,91,         2,        17,  16.9,*,,,03,01
020777,ROFFLER ACADEMY FOR HAIRSTYLISTS,,454 PARK ST,HARTFORD,CT,06106,1 yr/Prop,93,        13,        34,  38.2,,92,         7,        51,  13.7,,91,        13,        50,  26.0,,,,01,01
010887,CONNECTICUT BUSINESS INSTITUTE,,605 BROAD ST,STRATFORD,CT,06497,1 yr/Prop,93,       385,      1105,  34.8,,92,       327,       940,  34.8,,91,       139,       464,  30.0,,,,03,01
023000,W F KAYNOR REGIONAL VOCNL TECHL,SCHL,43 TOMPKINS ST,WATERBURY,CT,06708,1 yr/Pub,93,         0,         0,  33.3,*,92,         0,         0,  25.0,*,91,         1,         3,  20.0,*,,,05,01
010417,CONNECTICUT INST OF HAIR DESIGN,,1000 MAIN ST,EAST HARTFORD,CT,06108,1 yr/Prop,93,        64,       201,  31.8,,92,        32,       158,  20.3,,91,        15,       123,  12.2,,,,01,01
021123,RIDLEY LOWELL BUSINESS & TECHNICAL,INSTITUTE,470 BANK STREET,NEW LONDON,CT,06320,1 yr/Prop,93,        49,       158,  31.0,,92,        29,        92,  31.5,,91,        14,       107,  13.1,,,,02,01
021394,LEONS INST OF HAIR DESIGN,,87-91 ATLANTIC ST,STAMFORD,CT,06901,1 yr/Prop,93,         4,         9,  30.0,*,92,         2,         7,  21.1,*,91,         0,         4,  15.8,*,,,04,01
012425,STONE ACADEMY,,1315 DIXWELL AVE,HAMDEN,CT,06514,1 yr/Prop,93,       110,       374,  29.4,,92,        50,       361,  13.9,,91,        50,       317,  15.8,,,,03,01
008876,NATL ACDMY OF HAIRDRESSING,,3 ISAAC PL,NORWALK,CT,06850,1 yr/Prop,93,         7,        21,  28.6,*,92,         3,        17,  21.9,*,91,         8,        25,  20.2,*,,,03,01
020654,AMORE INSTITUTE OF HAIR DESIGN,,46 GLENWOOD AVE,BRIDGEPORT,CT,06610,1 yr/Prop,93,         9,        32,  28.1,,92,         8,        24,  22.4,*,91,         1,        20,  18.3,*,,,04,01
009716,NATIONAL ACADEMY OR HAIRDRESSING,,117 MAIN STREET,ANSONIA,CT,06401,1 yr/Prop,93,         8,        23,  26.8,*,92,         6,        23,  20.5,*,91,         1,        10,  17.4,*,,,05,01
020589,HARVARD H ELLIS REGIONAL VOCNL,TECHL SCHL,RR 3 MAPLE ST,DANIELSON,CT,06239,2 yr/Pub,93,         4,         5,  26.7,*,92,         0,         4,   0.0,*,91,         0,         6,   0.0,*,,,02,01
011496,BULLARD-HAVENS VOCATIONAL TECHNICAL, SCHOOL,500 PALISADE AVENUE,BRIDGEPORT,CT,06610,2 yr/Pub,93,         2,         6,  25.0,*,92,         0,         1,   0.0,*,91,         0,         1,  11.8,*,,,04,01
001394,MORSE SCHOOL OF BUSINESS,,275 ASYLUM STREET,HARTFORD,CT,06103,1 yr/Prop,93,       133,       547,  24.3,,92,        95,       660,  14.4,,91,       116,       456,  25.4,,,,01,01
010779,PORTER AND CHESTER INSTITUTE,,670 LORDSHIP BLVD,STRATFORD,CT,06497,2 yr/Prop,93,       149,       613,  24.3,,92,        74,       567,  13.1,,91,        53,       440,  12.0,,,,03,01
012877,KATHARINE GIBBS SCHOOL,,142 EAST AVE,NORWALK,CT,06851,2 yr/Prop,93,        66,       275,  24.0,,92,        54,       282,  19.1,,91,        20,       192,  10.4,,,,04,01
021151,BUTLER BUSINESS SCHOOL,,2710 NORTH AVENUE,BRIDGEPORT,CT,06604,1 yr/Prop,93,        15,        71,  21.1,,92,         9,        73,  12.3,,91,         2,        48,   4.2,,,,04,01
012913,LEON INST OF HAIR DESIGN,,111 WALL ST,BRIDGEPORT,CT,06604,1 yr/Prop,93,         1,         5,  21.1,*,92,         2,         9,  13.6,*,91,         1,         5,  27.6,*,,,04,01
009407,BRIARWOOD COLLEGE,,2279 MT VERNON RD,SOUTHINGTON,CT,06489,2 yr/Prop,93,        23,       110,  20.9,,92,         6,        96,   6.3,,91,         5,        73,   6.8,,,,06,01
008874,BRIO ACADEMY OF COSMETOLOGY,,1231 E MAIN ST,MERIDEN,CT,06450,1 yr/Prop,93,         2,        11,  20.0,*,92,         2,         4,  18.8,*,91,         0,         5,   4.3,*,,,05,01
012780,NATIONAL ACADEMY OF HAIRDRESSING,,245 MAIN ST,BRISTOL,CT,06010,1 yr/Prop,93,         4,        13,  19.4,*,92,         0,         9,   7.7,*,91,         2,         9,   8.8,*,,,06,01
022025,NEW ENGLAND TRACTOR TRAILER TRNG,SCH OF CONN,"FIELD RD, PO BOX 326",SOMERS,CT,06071,300 hr/Prop,93,       115,       606,  19.0,,92,       190,       663,  28.7,,91,       202,       960,  21.0,,,,06,01
011150,ASNUNTUCK COMMUNITY-TECHNICAL,COLLEGE,170 ELM STREET,ENFIELD,CT,06082,2 yr/Pub,93,         6,        33,  18.2,,92,         2,        27,   9.1,*,91,         2,        23,   7.1,*,,,06,01
020895,STATE ACDMY OF COSMETOLOGY ARTS &,SCIENCES,325 E MAIN ST,BRANFORD,CT,06405,1 yr/Prop,93,         5,        24,  17.9,*,92,         6,        25,  17.4,*,91,         3,        29,  15.2,*,,,03,01
009765,THREE RIVERS COMMUNITY-TECHNICAL,COLLEGE,MAHAN DRIVE,NORWICH,CT,06360,2 yr/Pub,93,        10,        58,  17.2,,92,         7,        51,  13.7,,91,         8,        51,  15.7,,,,02,01
022449,DATA INST,,745 BURNSIDE AVE,EAST HARTFORD,CT,06108,1 yr/Prop,93,        16,        94,  17.0,,92,        13,        73,  17.8,,91,        18,        83,  21.7,,,,01,01
008872,NATIONAL ACADEMY OF HAIRDRESSING,,"2505 MAIN ST, STATION HOUSE SQ",STRATFORD,CT,06497,1 yr/Prop,93,         0,         4,  17.0,*,92,         1,         8,  12.5,*,91,         7,        35,  20.0,,,,03,01
007305,CONNECTICUT SCHOOL OF ELECTRONICS,,586 ELLA T GRASSO BLVD,NEW HAVEN,CT,06519,2 yr/Prop,93,        11,        66,  16.7,,92,         5,        56,   8.9,,91,         5,        81,   6.2,,,,03,01
012966,NEW LONDON ACDMY OF HAIRDRESSING &,COSMETOLOGY,253 CAPTAINS WALK,NEW LONDON,CT,06320,1 yr/Prop,93,         5,        31,  16.1,,92,         0,        22,   5.9,*,91,         2,        23,  11.4,*,,,02,01
008037,GATEWAY CMNTY TECHL COLG,,60 SARGENT DR,NEW HAVEN,CT,06511,2 yr/Pub,93,         8,        50,  16.0,,92,         2,        11,  16.3,*,91,         1,        10,  23.7,*,,,03,01
012289,SAMPIERI SCHOOL OF HAIR DESIGN,,541 WOLCOTT ST,WATERBURY,CT,06705,1 yr/Prop,93,         2,         7,  15.4,*,92,         0,         1,   6.3,*,91,         0,         5,  13.3,*,,,05,01
010530,QUINEBAUG VALLEY COMMUNITY-,TECHNICAL COLLEGE,742 UPPER MAPLE ST,DANIELSON,CT,06239,2 yr/Pub,93,         2,         6,  14.3,*,92,         0,         0,   3.8,*,91,         0,         8,  14.3,*,,,02,01
001425,EASTERN CONNECTICUT STATE UNIV,,83 WINDHAM ST,WILLIMANTIC,CT,06226,5 yr/Pub,93,        49,       348,  14.1,,92,        27,       321,   8.4,,91,        16,       313,   5.1,,,,02,01
007459,PAIER COLG OF ART,,6 PROSPECT COURT,NEW HAVEN,CT,06517,4 yr/Prop,93,        10,        77,  13.0,,92,         1,        46,   2.2,,91,         2,        60,   3.3,,,,03,01
021066,FOX INSTITUTE OF BUSINESS,,765 ASYLUM AVE,HARTFORD,CT,06105,1 yr/Prop,93,        18,       140,  12.9,,92,        29,       171,  17.0,,91,        29,       156,  18.6,,,,01,01
022288,BARAN INSTITUTE OF TECHNOLOGY,,611 DAY HILL RD,WINDSOR,CT,06095,1 yr/Prop,93,        11,        87,  12.6,,92,        12,        85,  14.1,,91,        17,        67,  25.4,,,,01,01
009822,ALBERT I PRINCE REGIONAL VOCATIONAL, TECHNICAL SCHOOL,500 BROOKFIELD ST,HARTFORD,CT,06106,1 yr/Pub,93,         1,         4,  12.5,*,92,         0,         2,   7.1,*,91,         0,         2,   5.0,*,,,01,01
006982,NAUGATUCK VALLEY CMNTY TECHL COLG,,750 CHASE PKWY,WATERBURY,CT,06708,2 yr/Pub,93,         9,        73,  12.3,,92,         4,        31,  12.9,,91,         1,        15,  13.8,*,,,05,01
008038,MIDDLESEX COMMUNITY-TECHNICAL,COLLEGE,100 TRAINING HILL RD,MIDDLETOWN,CT,06457,2 yr/Pub,93,         4,        21,  11.9,*,92,         3,        21,   6.7,*,91,         1,        25,   4.7,*,,,02,01
020740,BRANFORD HALL SCHL OF BUSINESS,,9 BUSINESS PARK DR,BRANFORD,CT,06405,1 yr/Prop,93,         7,        60,  11.7,,92,         1,        27,   7.5,*,91,         4,        22,   7.2,*,,,03,01
001403,SACRED HEART UNIVERSITY,,5151 PARK AVE,FAIRFIELD,CT,06432,5 yr/Priv,93,        39,       335,  11.6,,92,        21,       245,   8.6,,91,         8,       244,   3.3,,,,04,01
009065,HARTFORD CAMERATA CONSERVATORY,,846 ASYLUM AVE,HARTFORD,CT,06105,2 yr/Priv,93,         2,        18,  11.4,*,92,         0,         8,  10.0,*,91,         2,         9,  10.4,*,,,01,01
001406,SOUTHERN CONNECTICUT STATE UNIV,,501 CRESCENT ST,NEW HAVEN,CT,06515,5 yr/Pub,93,        53,       470,  11.3,,92,        27,       396,   6.8,,91,        11,       456,   2.4,,,,03,01
001378,CENTRAL CONNECTICUT STATE UNIV,,1615 STANLEY ST,NEW BRITAIN,CT,06050,5 yr/Pub,93,        50,       455,  11.0,,92,        39,       409,   9.5,,91,        13,       386,   3.4,,,,06,01
001380,WESTERN CONNECTICUT STATE,UNIVERSITY,181 WHITE STREET,DANBURY,CT,06820,5 yr/Pub,93,        17,       154,  11.0,,92,        16,       148,  10.8,,91,        13,       190,   6.8,,,,04,01
001374,ALBERTUS MAGNUS COLG,,700 PROSPECT ST,NEW HAVEN,CT,06511,4 yr/Priv,93,        12,       113,  10.6,,92,         8,       106,   7.5,,91,         4,        91,   4.4,,,,03,01
001409,ST JOSEPH COLG,,1678 ASYLUM AVE,HARTFORD,CT,06117,5 yr/Priv,93,        24,       226,  10.6,,92,         5,       185,   2.7,,91,         1,       179,   0.6,,,,01,01
021438,HUNTINGTON INST,,193 BDWY,NORWICH,CT,06360,1 yr/Prop,93,        10,        98,  10.2,,92,        16,       140,  11.4,,91,        20,       131,  15.3,,,,02,01
001397,UNIV OF NEW HAVEN,,300 ORANGE AVE,WEST HAVEN,CT,06516,5 yr/Priv,93,        42,       427,   9.8,,92,        33,       463,   7.1,,91,        23,       559,   4.1,,,,03,01
001393,MITCHELL COLG,,437 PEQUOT AVE,NEW LONDON,CT,06320,2 yr/Priv,93,        15,       161,   9.3,,92,        17,       158,  10.8,,91,         9,       175,   5.1,,,,02,01
021127,GAL-MAR ACADEMY OF HAIRDRESSING,,352 STATE STREET,NORTH HAVEN,CT,06473,1 yr/Prop,93,         4,        44,   9.1,,92,         9,        54,  16.7,,91,         6,        55,  10.9,,,,03,01
001401,TEIKYO POST UNIV,,800 COUNTRY CLUB RD POB 2540,WATERBURY,CT,06723,4 yr/Priv,93,        16,       183,   8.7,,92,        20,       177,  11.3,,91,        14,       157,   8.9,,,,05,01
009277,E C GOODWIN REGIONAL VOCNL TECHL,SCHL,735 SLATER RD,NEW BRITAIN,CT,06053,1 yr/Pub,93,         0,         0,   8.3,*,92,         0,         0,   6.3,*,91,         1,        12,   5.6,*,,,11,01
001422,UNIV OF HARTFORD,,200 BLOOMFIELD AVE,WEST HARTFORD,CT,06117,5 yr/Priv,93,        65,       802,   8.1,,92,        40,       787,   5.1,,91,        36,       792,   4.5,,,,01,01
